,개인,외국인,기관
2008-10-16,"5,700 ","-6,198 ",498 
2008-10-15,"2,364 ","-4,427 ","2,063 "
2008-10-14,-802 ,"1,396 ",-594 
2008-10-13,"1,303 ","-5,186 ","3,883 "
2008-10-10,"2,912 ","-4,010 ","1,098 "
2008-10-09,-160 ,-845 ,"1,005 "
2008-10-08,"1,543 ",-447 ,"-1,096 "
2008-10-07,-123 ,"-1,087 ","1,210 "
2008-10-06,"4,070 ","-2,481 ","-1,589 "
2008-10-02,"2,249 ","-3,243 ",994 
2008-10-01,"3,505 ","-1,073 ","-2,432 "
2008-09-30,-753 ,"-1,044 ","1,797 "
2008-09-29,"3,776 ","4,700 ","-8,476 "
2008-09-26,"2,431 ","-1,679 ",-752 
2008-09-25,"1,309 ","-2,318 ","1,009 "
2008-09-24,-85 ,422 ,-338 
2008-09-23,-393 ,"-2,823 ","3,216 "
2008-09-22,"-3,810 ","2,146 ","1,664 "
2008-09-19,"-8,097 ","2,471 ","5,626 "
2008-09-18,"3,559 ","-4,983 ","1,424 "
2008-09-17,662 ,"1,159 ","-1,820 "
2008-09-16,"-2,603 ","-6,054 ","8,657 "
2008-09-12,"-1,450 ","-3,928 ","5,378 "
2008-09-11,"5,149 ","1,135 ","-6,284 "
2008-09-10,142 ,"-5,513 ","5,371 "
2008-09-09,"2,306 ","-2,062 ",-244 
2008-09-08,"-1,400 ",97 ,"1,302 "
2008-09-05,"1,050 ","-2,526 ","1,476 "
2008-09-04,"1,889 ","-3,015 ","1,126 "
2008-09-03,"-1,339 ",-80 ,"1,420 "
2008-09-02,"-4,246 ","-2,526 ","6,773 "
2008-09-01,"-3,617 ",-277 ,"3,893 "
2008-08-29,"-2,148 ","-2,391 ","4,539 "
2008-08-28,352 ,-544 ,192 
2008-08-27,"-1,708 ","-2,871 ","4,579 "
2008-08-26,"-1,275 ","-3,276 ","4,550 "
2008-08-25,"-1,263 ",-991 ,"2,254 "
2008-08-22,-401 ,"-2,760 ","3,162 "
2008-08-21,"1,443 ","-1,557 ",115 
2008-08-20,"1,686 ","-4,324 ","2,637 "
2008-08-19,"2,071 ","-3,666 ","1,595 "
2008-08-18,763 ,32 ,-794 
2008-08-14,-68 ,626 ,-558 
2008-08-13,"2,193 ",-56 ,"-2,137 "
2008-08-12,"-2,479 ","1,606 ",873 
2008-08-11,"-2,051 ","-1,171 ","3,222 "
2008-08-08,-286 ,-397 ,683 
2008-08-07,269 ,357 ,-626 
2008-08-06,"-1,770 ",-786 ,"2,556 "
2008-08-05,-342 ,"-5,730 ","6,072 "
2008-08-04,"3,338 ",-953 ,"-2,384 "
2008-08-01,"1,342 ","-1,147 ",-195 
2008-07-31,"-1,579 ",847 ,732 
2008-07-30,349 ,"-2,610 ","2,261 "
2008-07-29,"2,919 ","-1,522 ","-1,397 "
2008-07-28,"2,301 ","-2,602 ",301 
2008-07-25,"1,071 ","-1,813 ",741 
2008-07-24,"-2,821 ","1,662 ","1,160 "
2008-07-23,"-1,312 ","-2,793 ","4,106 "
2008-07-22,-116 ,"-2,001 ","2,117 "
2008-07-21,"-3,455 ","-2,056 ","5,511 "
2008-07-18,"1,243 ","-1,805 ",561 
2008-07-17,"1,942 ","-1,338 ",-605 
2008-07-16,"1,697 ","-4,374 ","2,678 "
2008-07-15,"1,683 ","-2,475 ",792 
2008-07-14,"1,323 ","-2,261 ",938 
2008-07-11,"1,150 ","-3,278 ","2,129 "
2008-07-10,-194 ,"-2,611 ","2,805 "
2008-07-09,505 ,"-1,814 ","1,308 "
2008-07-08,-892 ,"-2,630 ","3,522 "
2008-07-07,"-1,555 ","-1,167 ","2,723 "
2008-07-04,561 ,"-2,658 ","2,097 "
2008-07-03,"-2,461 ","-4,435 ","6,896 "
2008-07-02,"-1,641 ","-4,219 ","5,860 "
2008-07-01,"-1,108 ","-1,483 ","2,591 "
2008-06-30,"-2,822 ","-1,491 ","4,313 "
2008-06-27,181 ,"-4,113 ","3,932 "
2008-06-26,-222 ,-193 ,414 
2008-06-25,243 ,"-3,022 ","2,779 "
2008-06-24,"1,247 ","-3,692 ","2,444 "
2008-06-23,634 ,"-4,010 ","3,376 "
2008-06-20,"1,272 ","-1,871 ",599 
2008-06-19,"3,048 ","-2,578 ",-471 
2008-06-18,"-1,084 ","-2,179 ","3,262 "
2008-06-17,892 ,"-1,953 ","1,061 "
2008-06-16,740 ,-621 ,-119 
2008-06-13,45 ,"-3,417 ","3,372 "
2008-06-12,"5,551 ","-9,690 ","4,139 "
2008-06-11,"1,999 ","-3,078 ","1,079 "
2008-06-10,"3,149 ","-2,763 ",-386 
2008-06-09,119 ,"-1,593 ","1,474 "
2008-06-05,748 ,"1,226 ","-1,974 "
2008-06-04,-609 ,"-2,166 ","2,775 "
2008-06-03,"2,459 ","-1,654 ",-805 
2008-06-02,634 ,"1,175 ","-1,809 "
2008-05-30,"-1,918 ","2,335 ",-417 
2008-05-29,"-6,001 ",757 ,"5,244 "
2008-05-28,800 ,"3,539 ","-4,339 "
2008-05-27,"-1,020 ",-206 ,"1,226 "
2008-05-26,545 ,"-1,326 ",781 
2008-05-23,"1,766 ",276 ,"-2,041 "
2008-05-22,"4,020 ","-1,780 ","-2,240 "
2008-05-21,"1,153 ","1,395 ","-2,547 "
2008-05-20,"2,663 ","-1,978 ",-686 
2008-05-19,"1,246 ",-571 ,-675 
2008-05-16,"-1,126 ","4,473 ","-3,347 "
2008-05-15,"-7,160 ","3,217 ","3,943 "
2008-05-14,"1,306 ",-24 ,"-1,282 "
2008-05-13,"-1,485 ",512 ,973 
2008-05-09,"4,569 ","1,256 ","-5,825 "
2008-05-08,"1,285 ","-3,329 ","2,044 "
2008-05-07,"-1,102 ",-212 ,"1,313 "
2008-05-06,"-2,047 ",-342 ,"2,388 "
2008-05-02,"-2,039 ","1,223 ",816 
2008-04-30,61 ,"-3,149 ","3,087 "
2008-04-29,604 ,585 ,"-1,189 "
2008-04-28,"1,271 ","2,826 ","-4,098 "
2008-04-25,"-2,801 ",946 ,"1,855 "
2008-04-24,608 ,"1,254 ","-1,861 "
2008-04-23,-750 ,"-1,982 ","2,732 "
2008-04-22,79 ,286 ,-365 
2008-04-21,"-2,719 ","3,262 ",-543 
2008-04-18,-151 ,"-2,779 ","2,930 "
2008-04-17,"-2,459 ","1,574 ",884 
2008-04-16,"-1,161 ","-2,550 ","3,711 "
2008-04-15,"2,292 ","-3,712 ","1,420 "
2008-04-14,"3,108 ","-1,079 ","-2,030 "
2008-04-11,-495 ,"-5,091 ","5,586 "
2008-04-10,"2,495 ","-4,404 ","1,910 "
2008-04-08,"1,932 ",713 ,"-2,645 "
2008-04-07,"-3,219 ","-1,657 ","4,875 "
2008-04-04,"-1,717 ",804 ,913 
2008-04-03,"-2,417 ",-154 ,"2,571 "
2008-04-02,"-4,375 ","2,389 ","1,985 "
2008-04-01,350 ,256 ,-606 
2008-03-31,466 ,"2,013 ","-2,479 "
2008-03-28,"-3,467 ","1,406 ","2,062 "
2008-03-27,185 ,"-2,144 ","1,958 "
2008-03-26,409 ,987 ,"-1,396 "
2008-03-25,"-3,467 ","4,478 ","-1,011 "
2008-03-24,-991 ,449 ,542 
2008-03-21,"-1,135 ",797 ,338 
2008-03-20,453 ,-711 ,258 
2008-03-19,"-3,534 ","5,329 ","-1,794 "
2008-03-18,345 ,"-4,196 ","3,851 "
2008-03-17,995 ,"-6,465 ","5,469 "
2008-03-14,"1,315 ","-2,824 ","1,509 "
2008-03-13,"4,517 ","-7,728 ","3,211 "
2008-03-12,"-2,707 ","-1,126 ","3,833 "
2008-03-11,"1,490 ","-4,304 ","2,814 "
2008-03-10,-806 ,"-2,570 ","3,376 "
2008-03-07,"3,788 ","-3,366 ",-423 
2008-03-06,"-2,599 ","-1,482 ","4,081 "
2008-03-05,941 ,"-3,234 ","2,294 "
2008-03-04,"2,765 ","-3,426 ",660 
2008-03-03,"2,611 ","-2,381 ",-230 
2008-02-29,"3,878 ",-213 ,"-3,665 "
2008-02-28,"-1,464 ","1,474 ",-10 
2008-02-27,"-1,914 ",567 ,"1,347 "
2008-02-26,-810 ,"1,489 ",-679 
2008-02-25,"-2,182 ","-2,591 ","4,773 "
2008-02-22,"4,004 ","-2,398 ","-1,605 "
2008-02-21,27 ,"-2,396 ","2,369 "
2008-02-20,"3,088 ",630 ,"-3,718 "
2008-02-19,"-1,254 ","-1,779 ","3,033 "
2008-02-18,590 ,"-1,495 ",905 
2008-02-15,149 ,-778 ,629 
2008-02-14,"-4,679 ","-2,493 ","7,172 "
2008-02-13,"2,258 ","-2,524 ",265 
2008-02-12,"2,358 ","-4,274 ","1,916 "
2008-02-11,"2,941 ","-5,057 ","2,116 "
2008-02-05,"-1,475 ","-1,680 ","3,155 "
2008-02-04,"-3,821 ","2,656 ","1,165 "
2008-02-01,866 ,773 ,"-1,639 "
2008-01-31,"-4,890 ",-137 ,"5,028 "
2008-01-30,-912 ,-893 ,"1,806 "
2008-01-29,604 ,"-4,085 ","3,481 "
2008-01-28,943 ,"-2,686 ","1,743 "
2008-01-25,"-1,335 ",-991 ,"2,326 "
2008-01-24,-88 ,"-4,032 ","4,120 "
2008-01-23,506 ,"-5,711 ","5,205 "
2008-01-22,"-1,570 ","-8,289 ","9,859 "
2008-01-21,"1,897 ","-4,092 ","2,195 "
2008-01-18,"3,203 ","-10,056 ","6,853 "
2008-01-17,"2,243 ","-6,982 ","4,739 "
2008-01-16,"1,449 ","-10,162 ","8,713 "
2008-01-15,-35 ,"-3,455 ","3,489 "
2008-01-14,188 ,"-5,468 ","5,279 "
2008-01-11,"2,470 ","-1,420 ","-1,050 "
2008-01-10,"2,968 ",-773 ,"-2,195 "
2008-01-09,871 ,"-3,782 ","2,911 "
2008-01-08,565 ,"-3,695 ","3,129 "
2008-01-07,"2,810 ","-5,006 ","2,196 "
2008-01-04,401 ,-994 ,594 
2008-01-03,"1,591 ","-3,202 ","1,611 "
2008-01-02,"3,622 ",659 ,"-4,281 "
2007-12-28,-679 ,221 ,458 
2007-12-27,"-2,458 ",264 ,"2,193 "
2007-12-26,"-1,198 ",-187 ,"1,386 "
2007-12-24,"-2,067 ",-364 ,"2,431 "
2007-12-21,"-2,905 ","-2,976 ","5,882 "
2007-12-20,"2,168 ","-1,351 ",-817 
2007-12-18,"1,105 ","-6,250 ","5,145 "
2007-12-17,"1,920 ","-2,432 ",512 
2007-12-14,"3,253 ","-4,759 ","1,506 "
2007-12-13,"5,551 ",-251 ,"-5,300 "
2007-12-12,922 ,"-4,101 ","3,179 "
2007-12-11,-22 ,"-1,600 ","1,622 "
2007-12-10,-688 ,-265 ,953 
2007-12-07,"-1,725 ","2,953 ","-1,229 "
2007-12-06,"-3,146 ","1,126 ","2,021 "
2007-12-05,-224 ,"-2,064 ","2,288 "
2007-12-04,504 ,"-2,673 ","2,169 "
2007-12-03,"1,354 ",45 ,"-1,399 "
2007-11-30,"-4,864 ",407 ,"4,457 "
2007-11-29,"-6,459 ",-390 ,"6,848 "
2007-11-28,"2,471 ",-811 ,"-1,660 "
2007-11-27,"-2,577 ","-2,496 ","5,074 "
2007-11-26,221 ,704 ,-925 
2007-11-23,"-3,634 ",-784 ,"4,419 "
2007-11-22,"-1,307 ","-5,646 ","6,953 "
2007-11-21,"3,943 ",-423 ,"-3,521 "
2007-11-20,"3,159 ","-7,102 ","3,943 "
2007-11-19,884 ,"-2,236 ","1,352 "
2007-11-16,"2,695 ","-4,747 ","2,052 "
2007-11-15,-919 ,"-4,836 ","5,755 "
2007-11-14,"1,218 ","-6,455 ","5,238 "
2007-11-13,"2,334 ","-8,774 ","6,441 "
2007-11-12,"2,108 ","-2,688 ",580 
2007-11-09,"1,138 ","-8,498 ","7,360 "
2007-11-08,"9,527 ","-3,776 ","-5,751 "
2007-11-07,-702 ,106 ,596 
2007-11-06,-182 ,"-5,862 ","6,044 "
2007-11-05,"2,769 ","-1,429 ","-1,340 "
2007-11-02,"4,178 ","-2,003 ","-2,175 "
2007-11-01,-78 ,540 ,-463 
2007-10-31,232 ,"-1,988 ","1,756 "
2007-10-30,735 ,"1,020 ","-1,755 "
2007-10-29,448 ,951 ,"-1,398 "
2007-10-26,"-3,389 ","-2,782 ","6,171 "
2007-10-25,"-1,745 ",-370 ,"2,115 "
2007-10-24,"-2,263 ","2,005 ",258 
2007-10-23,"3,526 ","-3,299 ",-227 
2007-10-22,"-1,091 ","-1,379 ","2,471 "
2007-10-19,"3,304 ","-1,489 ","-1,815 "
2007-10-18,849 ,"-2,507 ","1,658 "
2007-10-17,"4,553 ","-4,518 ",-34 
2007-10-16,"2,962 ","-4,289 ","1,327 "
2007-10-15,845 ,"-2,215 ","1,370 "
2007-10-12,"4,621 ",-633 ,"-3,987 "
2007-10-11,"1,410 ","-3,685 ","2,275 "
2007-10-10,"-2,020 ",207 ,"1,814 "
2007-10-09,"1,343 ","-1,842 ",499 
2007-10-08,-554 ,"2,457 ","-1,903 "
2007-10-05,504 ,"1,359 ","-1,863 "
2007-10-04,"2,509 ","-3,352 ",843 
2007-10-02,"-7,062 ","6,020 ","1,041 "
2007-10-01,"-1,324 ",-691 ,"2,014 "
2007-09-28,"1,037 ",-155 ,-882 
2007-09-27,-502 ,-938 ,"1,440 "
2007-09-21,"1,785 ","-2,010 ",225 
2007-09-20,"-3,425 ","1,807 ","1,619 "
2007-09-19,"-6,979 ","-3,479 ","10,458 "
2007-09-18,"3,068 ","-1,346 ","-1,722 "
2007-09-17,"1,574 ","-1,286 ",-287 
2007-09-14,"-1,647 ","-2,607 ","4,254 "
2007-09-13,-542 ,"-3,875 ","4,417 "
2007-09-12,"1,843 ",21 ,"-1,864 "
2007-09-11,771 ,"-2,471 ","1,700 "
2007-09-10,"1,854 ","-1,686 ",-168 
2007-09-07,"-1,108 ","1,258 ",-150 
2007-09-06,"-1,175 ","-3,985 ","5,160 "
2007-09-05,"2,369 ","2,805 ","-5,174 "
2007-09-04,"-1,380 ",-631 ,"2,012 "
2007-09-03,"1,173 ",-577 ,-596 
2007-08-31,"-4,999 ","-2,237 ","7,236 "
2007-08-30,168 ,"-3,368 ","3,200 "
2007-08-29,"1,028 ","-6,968 ","5,939 "
2007-08-28,"-1,449 ","-3,163 ","4,612 "
2007-08-27,-114 ,662 ,-548 
2007-08-24,"1,514 ","-2,213 ",698 
2007-08-23,"-3,929 ","-1,042 ","4,971 "
2007-08-22,613 ,"-4,846 ","4,234 "
2007-08-21,285 ,"-3,053 ","2,768 "
2007-08-20,"5,554 ","-3,801 ","-1,753 "
2007-08-17,"4,460 ","-8,716 ","4,256 "
2007-08-16,"-6,988 ","-10,327 ","17,315 "
2007-08-14,-350 ,"-2,260 ","2,610 "
2007-08-13,"-2,357 ","-4,658 ","7,015 "
2007-08-10,"7,412 ","-5,257 ","-2,155 "
2007-08-09,-357 ,563 ,-206 
2007-08-08,"-3,422 ","-4,534 ","7,955 "
2007-08-07,"1,604 ","-4,693 ","3,089 "
2007-08-06,"3,053 ","-4,951 ","1,898 "
2007-08-03,-90 ,"-2,467 ","2,557 "
2007-08-02,"1,098 ","-4,658 ","3,560 "
2007-08-01,"5,838 ","-5,192 ",-646 
2007-07-31,"1,372 ","-1,332 ",-40 
2007-07-30,719 ,"-5,669 ","4,950 "
2007-07-27,"7,138 ","-8,425 ","1,287 "
2007-07-26,"3,989 ","-5,168 ","1,179 "
2007-07-25,"2,983 ","-6,656 ","3,673 "
2007-07-24,74 ,-584 ,510 
2007-07-23,"1,444 ","-2,743 ","1,299 "
2007-07-20,"-2,139 ",-762 ,"2,901 "
2007-07-19,678 ,"-4,496 ","3,818 "
2007-07-18,"4,396 ","-5,921 ","1,524 "
2007-07-16,"1,124 ","-6,376 ","5,252 "
2007-07-13,"-4,071 ",-954 ,"5,025 "
2007-07-12,-41 ,864 ,-823 
2007-07-11,"1,855 ","-1,935 ",79 
2007-07-10,"1,144 ",-793 ,-351 
2007-07-09,246 ,991 ,"-1,237 "
2007-07-06,-11 ,-273 ,284 
2007-07-05,"-2,280 ","1,729 ",550 
2007-07-04,-293 ,520 ,-227 
2007-07-03,"-2,253 ",676 ,"1,578 "
2007-07-02,"-1,315 ","-1,015 ","2,331 "
2007-06-29,"-2,118 ","-1,083 ","3,202 "
2007-06-28,69 ,-855 ,787 
2007-06-27,918 ,"-1,657 ",739 
2007-06-26,334 ,"-3,227 ","2,892 "
2007-06-25,"-2,155 ","-2,322 ","4,477 "
2007-06-22,"1,421 ","-1,167 ",-255 
2007-06-21,-791 ,997 ,-206 
2007-06-20,"1,012 ","-3,189 ","2,178 "
2007-06-19,"3,956 ","-1,859 ","-2,097 "
2007-06-18,"1,284 ","-3,508 ","2,224 "
2007-06-15,"1,053 ",778 ,"-1,831 "
2007-06-14,"-4,644 ","-4,612 ","9,256 "
2007-06-13,920 ,"-3,160 ","2,240 "
2007-06-12,-884 ,"-3,020 ","3,903 "
2007-06-11,"1,697 ",-970 ,-727 
2007-06-08,"2,116 ","-4,386 ","2,269 "
2007-06-07,"2,229 ","-3,709 ","1,480 "
2007-06-05,432 ,-445 ,13 
2007-06-04,606 ,"1,941 ","-2,546 "
2007-06-01,"-1,270 ",92 ,"1,178 "
2007-05-31,"-2,369 ",-250 ,"2,619 "
2007-05-30,"2,109 ",320 ,"-2,428 "
2007-05-29,461 ,"1,255 ","-1,715 "
2007-05-28,"1,227 ",-68 ,"-1,159 "
2007-05-25,"1,270 ","-1,336 ",66 
2007-05-23,-484 ,833 ,-348 
2007-05-22,512 ,"4,660 ","-5,171 "
2007-05-21,"-1,893 ","-1,932 ","3,826 "
2007-05-18,229 ,2 ,-231 
2007-05-17,"1,071 ",880 ,"-1,951 "
2007-05-16,633 ,-753 ,121 
2007-05-15,-942 ,210 ,732 
2007-05-14,"1,057 ",39 ,"-1,096 "
2007-05-11,"2,124 ",-20 ,"-2,104 "
2007-05-10,-546 ,"1,124 ",-578 
2007-05-09,"1,117 ","-2,008 ",890 
2007-05-08,300 ,"1,479 ","-1,778 "
2007-05-07,269 ,"-1,202 ",933 
2007-05-04,-340 ,-632 ,971 
2007-05-03,"1,337 ",-672 ,-665 
2007-05-02,235 ,-193 ,-43 
2007-04-30,93 ,565 ,-658 
2007-04-27,342 ,"1,801 ","-2,143 "
2007-04-26,-869 ,-745 ,"1,614 "
2007-04-25,"2,153 ",-608 ,"-1,545 "
2007-04-24,"1,005 ","1,514 ","-2,519 "
2007-04-23,-212 ,"3,053 ","-2,841 "
2007-04-20,-237 ,544 ,-308 
2007-04-19,"2,142 ",719 ,"-2,861 "
2007-04-18,-567 ,934 ,-367 
2007-04-17,-202 ,"2,436 ","-2,234 "
2007-04-16,-271 ,775 ,-504 
2007-04-13,"-1,347 ","3,971 ","-2,624 "
2007-04-12,"-1,852 ",-948 ,"2,800 "
2007-04-11,"-1,609 ","2,043 ",-435 
2007-04-10,"2,284 ","1,314 ","-3,599 "
2007-04-09,584 ,"1,675 ","-2,259 "
2007-04-06,280 ,"1,801 ","-2,081 "
2007-04-05,"-1,050 ","2,402 ","-1,352 "
2007-04-04,"-2,267 ","4,101 ","-1,835 "
2007-04-03,"1,110 ",838 ,"-1,948 "
2007-04-02,601 ,"-1,052 ",451 
2007-03-30,"1,078 ",939 ,"-2,017 "
2007-03-29,142 ,-624 ,482 
2007-03-28,"1,669 ",532 ,"-2,201 "
2007-03-27,-874 ,-379 ,"1,253 "
2007-03-26,-983 ,385 ,598 
2007-03-23,-801 ,733 ,68 
2007-03-22,"-1,530 ",677 ,852 
2007-03-21,-148 ,371 ,-223 
2007-03-20,-397 ,139 ,258 
2007-03-19,-731 ,"-1,881 ","2,612 "
2007-03-16,-193 ,-345 ,538 
2007-03-15,-268 ,"-1,656 ","1,923 "
2007-03-14,"1,603 ","-2,275 ",673 
2007-03-13,523 ,567 ,"-1,090 "
2007-03-12,-788 ,680 ,108 
2007-03-09,367 ,426 ,-793 
2007-03-08,-62 ,"-2,763 ","2,824 "
2007-03-07,94 ,618 ,-712 
2007-03-06,863 ,"-2,608 ","1,745 "
2007-03-05,"2,093 ","-2,787 ",694 
2007-03-02,"1,987 ","-1,544 ",-442 
2007-02-28,"4,739 ","-3,075 ","-1,664 "
2007-02-27,55 ,255 ,-311 
2007-02-26,130 ,"1,659 ","-1,789 "
2007-02-23,-903 ,"4,545 ","-3,642 "
2007-02-22,"-2,240 ",278 ,"1,961 "
2007-02-21,-128 ,744 ,-616 
2007-02-20,43 ,"1,451 ","-1,494 "
2007-02-16,-224 ,"1,893 ","-1,669 "
2007-02-15,-924 ,"2,517 ","-1,593 "
2007-02-14,"-2,110 ",-136 ,"2,246 "
2007-02-13,332 ,"-1,862 ","1,530 "
2007-02-12,"1,523 ","-1,213 ",-310 
2007-02-09,-857 ,"-1,061 ","1,918 "
2007-02-08,"1,059 ","-2,079 ","1,020 "
2007-02-07,-4 ,977 ,-973 
2007-02-06,-334 ,"1,123 ",-789 
2007-02-05,"-1,550 ","2,783 ","-1,233 "
2007-02-02,"-4,706 ","3,515 ","1,191 "
2007-02-01,"-2,459 ",78 ,"2,382 "
2007-01-31,484 ,460 ,-944 
2007-01-30,-557 ,"-1,023 ","1,580 "
2007-01-29,794 ,-557 ,-237 
2007-01-26,-5 ,-562 ,567 
2007-01-25,-850 ,761 ,89 
2007-01-24,"-1,223 ",475 ,748 
2007-01-23,-714 ,474 ,240 
2007-01-22,-373 ,-369 ,741 
2007-01-19,344 ,957 ,"-1,301 "
2007-01-18,-417 ,-461 ,878 
2007-01-17,339 ,"1,668 ","-2,006 "
2007-01-16,-385 ,-518 ,902 
2007-01-15,-543 ,"3,267 ","-2,724 "
2007-01-12,-197 ,718 ,-521 
2007-01-11,"1,122 ",-272 ,-850 
2007-01-10,"1,883 ",-558 ,"-1,325 "
2007-01-09,343 ,-102 ,-241 
2007-01-08,"1,418 ","-2,318 ",899 
2007-01-05,"2,019 ",-175 ,"-1,843 "
2007-01-04,"2,301 ",-907 ,"-1,394 "
2007-01-03,"1,458 ",-561 ,-897 
2007-01-02,301 ,194 ,-495 
2006-12-28,-556 ,-248 ,804 
2006-12-27,380 ,148 ,-528 
2006-12-26,-312 ,"1,596 ","-1,285 "
2006-12-22,-946 ,"1,219 ",-273 
2006-12-21,276 ,"1,144 ","-1,420 "
2006-12-20,-592 ,-167 ,758 
2006-12-19,428 ,-612 ,183 
2006-12-18,-341 ,260 ,81 
2006-12-15,679 ,-415 ,-264 
2006-12-14,"-1,114 ","7,756 ","-6,642 "
2006-12-13,285 ,7 ,-291 
2006-12-12,367 ,"1,457 ","-1,824 "
2006-12-11,340 ,-270 ,-70 
2006-12-08,"1,047 ","-1,689 ",643 
2006-12-07,-492 ,-651 ,"1,143 "
2006-12-06,-129 ,169 ,-39 
2006-12-05,-190 ,802 ,-612 
2006-12-04,"1,097 ",-833 ,-264 
2006-12-01,-322 ,460 ,-139 
2006-11-30,"-1,098 ",990 ,108 
2006-11-29,"-1,279 ","-1,437 ","2,716 "
2006-11-28,884 ,"-1,356 ",472 
2006-11-27,802 ,-901 ,99 
2006-11-24,79 ,"-1,180 ","1,101 "
2006-11-23,789 ,-834 ,45 
2006-11-22,-244 ,-942 ,"1,186 "
2006-11-21,"1,027 ","-2,135 ","1,107 "
2006-11-20,899 ,-102 ,-797 
2006-11-17,-134 ,-776 ,910 
2006-11-16,58 ,"1,069 ","-1,127 "
2006-11-15,-389 ,"1,788 ","-1,399 "
2006-11-14,-364 ,603 ,-239 
2006-11-13,"1,340 ",-820 ,-520 
2006-11-10,581 ,-917 ,336 
2006-11-09,-417 ,-411 ,828 
2006-11-08,351 ,-236 ,-115 
2006-11-07,-975 ,-808 ,"1,783 "
2006-11-06,"1,435 ","-1,803 ",367 
2006-11-03,701 ,"-2,147 ","1,446 "
2006-11-02,-703 ,"-1,673 ","2,376 "
2006-11-01,221 ,"-2,030 ","1,809 "
2006-10-31,-193 ,"-1,416 ","1,609 "
2006-10-30,-100 ,"-1,131 ","1,231 "
2006-10-27,959 ,"-1,203 ",244 
2006-10-26,174 ,571 ,-745 
2006-10-25,-519 ,6 ,513 
2006-10-24,938 ,40 ,-979 
2006-10-23,"2,082 ","-3,609 ","1,527 "
2006-10-20,770 ,"-1,750 ",980 
2006-10-19,370 ,-489 ,120 
2006-10-18,"-1,066 ","-1,773 ","2,839 "
2006-10-17,-845 ,-303 ,"1,148 "
2006-10-16,248 ,-333 ,85 
2006-10-13,"-1,588 ",-353 ,"1,941 "
2006-10-12,"1,371 ","-1,377 ",6 
2006-10-11,-566 ,262 ,305 
2006-10-10,"-1,270 ","1,192 ",79 
2006-10-09,"-6,019 ","4,739 ","1,279 "
2006-10-04,222 ,"1,001 ","-1,223 "
2006-10-02,"-1,204 ",-565 ,"1,770 "
2006-09-29,"-1,150 ",167 ,982 
2006-09-28,"-2,321 ",-279 ,"2,600 "
2006-09-27,"-2,588 ",124 ,"2,464 "
2006-09-26,836 ,311 ,"-1,147 "
2006-09-25,-474 ,"-2,958 ","3,432 "
2006-09-22,"1,555 ",-642 ,-913 
2006-09-21,367 ,-621 ,254 
2006-09-20,"2,209 ","-3,555 ","1,345 "
2006-09-19,546 ,659 ,"-1,204 "
2006-09-18,"-3,376 ",-727 ,"4,103 "
2006-09-15,610 ,"-2,105 ","1,495 "
2006-09-14,"-1,550 ","-1,994 ","3,544 "
2006-09-13,392 ,10 ,-402 
2006-09-12,"1,814 ","-2,905 ","1,090 "
2006-09-11,984 ,-304 ,-680 
2006-09-08,-301 ,-781 ,"1,083 "
2006-09-07,64 ,"-2,083 ","2,018 "
2006-09-06,-375 ,"1,364 ",-989 
2006-09-05,-715 ,927 ,-212 
2006-09-04,-486 ,"1,021 ",-535 
2006-09-01,-35 ,"-1,215 ","1,250 "
2006-08-31,"-2,973 ","-1,254 ","4,228 "
2006-08-30,118 ,-382 ,264 
2006-08-29,"-1,739 ",194 ,"1,545 "
2006-08-28,-902 ,-30 ,932 
2006-08-25,-813 ,"-1,633 ","2,446 "
2006-08-24,"1,879 ","-2,336 ",457 
2006-08-23,"1,446 ","-1,577 ",130 
2006-08-22,-378 ,"-3,321 ","3,699 "
2006-08-21,744 ,-481 ,-263 
2006-08-18,"-1,444 ","1,418 ",26 
2006-08-17,"-2,775 ",403 ,"2,372 "
2006-08-16,"-1,933 ","-1,569 ","3,501 "
2006-08-14,-558 ,"-2,598 ","3,155 "
2006-08-11,"1,226 ","-2,449 ","1,222 "
2006-08-10,"2,734 ",-885 ,"-1,849 "
2006-08-09,-706 ,-852 ,"1,559 "
2006-08-08,"-1,682 ","-3,064 ","4,746 "
2006-08-07,922 ,803 ,"-1,725 "
2006-08-04,-940 ,"-1,336 ","2,275 "
2006-08-03,367 ,208 ,-575 
2006-08-02,731 ,"-2,152 ","1,421 "
2006-08-01,-305 ,"-1,696 ","2,001 "
2006-07-31,-101 ,"1,131 ","-1,030 "
2006-07-28,-417 ,-787 ,"1,203 "
2006-07-27,"-2,009 ","-2,333 ","4,342 "
2006-07-26,-580 ,-38 ,619 
2006-07-25,"-2,968 ",-865 ,"3,833 "
2006-07-24,"1,849 ","-2,373 ",524 
2006-07-21,-281 ,-672 ,953 
2006-07-20,"-1,591 ","-1,218 ","2,809 "
2006-07-19,19 ,"-1,183 ","1,164 "
2006-07-18,65 ,-876 ,811 
2006-07-14,"2,887 ",-962 ,"-1,925 "
2006-07-13,"1,392 ",-674 ,-718 
2006-07-12,454 ,"-1,725 ","1,270 "
2006-07-11,731 ,-443 ,-287 
2006-07-10,"-1,794 ","-2,921 ","4,715 "
2006-07-07,-84 ,561 ,-477 
2006-07-06,"1,608 ",-791 ,-818 
2006-07-05,-690 ,-144 ,834 
2006-07-04,584 ,530 ,"-1,114 "
2006-07-03,"1,281 ",-35 ,"-1,246 "
